Ranking,Nome,Categoria,Lançamento,Pontuação (Multi),Pontuação (Single),Preço,Socket,Tdp,cpuCounts,Núcleos,Threads,Clock Base (MHz),Clock Turbo (MHz)
1371,Intel Xeon E5-2676 v3 @ 2.40GHz,Server,Nov 2015,"13,079","1,600",NA,LGA2011-v3,120,1,12,2,2400,3000
1372,Intel Core i3-12300T,Desktop,Nov 2022,"13,075","3,354",$157.00*,FCLGA1700,35,1,4,2,2300,4200
1373,Intel Core i5-11400T @ 1.30GHz,Desktop,Jun 2021,"13,074","2,500",$182.00*,FCLGA1200,35,1,6,2,1300,3700
507,Intel Xeon E5-2620 v3 @ 2.40GHz,Server,Nov 2014,"13,069","1,690",$160.20,LGA2011-v3,85,2,6,2,2400,3200
1374,Intel Xeon E-2136 @ 3.30GHz,Server,Nov 2018,"13,052","2,601",$732.00*,FCLGA1151-2,80,1,6,2,3300,4500
1375,AMD Ryzen 3 5300G,Desktop,Jun 2021,"13,030","3,060",$84.99*,AM4,65,1,4,2,4000,4200
1376,Intel Xeon E5-2660 v3 @ 2.60GHz,Server,Sep 2014,"13,026","1,804","$2,332.00*",LGA2011-v3,105,1,10,2,2600,3300
1377,AMD Ryzen 5 1600X,Desktop,Apr 2017,"13,010","2,191",$97.99*,AM4,95,1,6,2,3600,4000
1378,AMD Ryzen 5 4600U,Laptop,May 2020,"13,007","2,368",NA,FP6,15,1,6,2,2100,4000
1379,Intel Core i7-1255U,Laptop,Mar 2022,"12,993","3,155",$426.00*,FCBGA1744,15,1,2,2,1700,4700
1380,Intel Core i7-7800X @ 3.50GHz,Desktop,Jun 2017,"12,990","2,377",$75.93,FCLGA2066,140,1,6,2,3500,4000
1381,Intel Core i5-10500 @ 3.10GHz,Desktop,Jun 2020,"12,984","2,787",$139.30,FCLGA1200,65,1,6,2,3100,4500
1382,Intel Xeon E5-4627 v4 @ 2.60GHz,Server,Apr 2017,"12,969","2,030",$999.99*,FCLGA2011-3,135,1,10,1,2600,3200
508,AMD Opteron 6348,Server,May 2013,"12,959","1,276","$2,200.22*",Unknown,115,2,6,2,2800,3100
1383,Intel Xeon E5-2685 v3 @ 2.60GHz,Server,Jun 2015,"12,944","1,726",NA,LGA2011-v3,120,1,12,1,2600,3300
1384,AMD Ryzen AI 5 330,"Desktop, Laptop",Sep 2025,"12,924","3,505",NA,FP8,28,1,1,2,2000,4500
1385,Intel Xeon Gold 6128 @ 3.40GHz,Server,Oct 2017,"12,915","2,167",$210.69*,FCLGA3647,115,1,6,2,3400,3700
1386,Intel Core i7-10700T @ 2.00GHz,Desktop,Jul 2020,"12,907","2,577",$269.00*,FCLGA1200,35,1,8,2,2000,4500
509,Intel Xeon X5690 @ 3.47GHz,Server,Mar 2011,"12,907","1,709",$379.90*,LGA1366,130,2,6,2,3470,3730
1387,Intel Core i5-1245U,"Laptop, Mobile/Embedded",Feb 2022,"12,890","3,040",$309.00*,FCBGA1744,15,1,2,2,1600,4400
510,Intel Xeon E5-2667 @ 2.90GHz,Server,Aug 2012,"12,871","1,574",$75.98*,LGA2011,130,2,6,2,2900,3500
1388,Apple A18 Pro,Mobile/Embedded,Sep 2024,"12,855","4,091",NA,Unknown,8,1,2,1,4050,NA
511,Intel Xeon E5-2650 @ 2.00GHz,Server,Mar 2012,"12,821","1,230",$102.98,LGA2011,95,2,8,2,2000,2800
1389,AMD Ryzen 3 5300GE,Desktop,Jun 2021,"12,810","3,065",NA,AM4,35,1,4,2,3600,4200
512,Virtual @ 3.07GHz,Unknown,Aug 2025,"12,796","1,766",NA,Unknown,NA,12,1,1,3070,NA
1390,Hygon C86 3350 8-core,Unknown,Jul 2024,"12,795","1,716",NA,Unknown,NA,1,8,2,2998,NA
1391,AMD Ryzen 5 3500,Desktop,Oct 2019,"12,777","2,494",$76.99*,AM4,65,1,6,1,3600,4100
1392,Intel Xeon E5-2650L v4 @ 1.70GHz,Server,Jul 2017,"12,773","1,450",$229.95*,FCLGA2011-3,65,1,14,2,1700,2500
1393,Intel CoreTM Ultra 5 115U,Laptop,Apr 2025,"12,771","3,421",NA,FCBGA2049,15,1,2,2,1500,4200
1394,AMD Ryzen 3 PRO 5355GE,Desktop,Feb 2025,"12,761","3,089",NA,AM4,35,1,4,2,3600,4200
1395,Intel Core i5-11500T @ 1.50GHz,Desktop,Sep 2021,"12,749","2,515",$192.00*,FCLGA1200,35,1,6,2,1500,3900
1396,Intel Core i7-8700 @ 3.20GHz,Desktop,Oct 2017,"12,747","2,625",$132.38,FCLGA1151-2,65,1,6,2,3200,4600
1397,Intel Core 3 100U,Laptop,Mar 2024,"12,732","3,522",NA,FCBGA1744,15,1,2,2,1200,4700
1398,Intel Core i3-13100T,Desktop,Apr 2023,"12,728","3,386",$134.00*,FCLGA1700,35,1,4,2,2500,4200
1399,AMD Ryzen 5 5500U,Laptop,Feb 2021,"12,695","2,402",NA,FP6,15,1,6,2,2100,4000
1400,Hygon C86-3G,Unknown,Aug 2025,"12,691","1,648",NA,Unknown,NA,1,8,2,NA,NA
513,AMD Opteron 6378,Server,Feb 2015,"12,668","1,138",$778.00*,G34,115,2,8,2,2400,3300
1401,Intel Xeon E5-2680 v2 @ 2.80GHz,Server,Jul 2013,"12,655","1,786",$149.95*,FCLGA2011,115,1,10,2,2800,3600
1402,QTI SM8750,Mobile/Embedded,Jan 2025,"12,651","2,528",NA,Unknown,NA,1,8,1,4320,NA
1403,Intel Core i5-1235U,"Laptop, Mobile/Embedded",Mar 2022,"12,637","3,089",$309.00*,FCBGA1744,15,1,2,2,1300,4400
1404,AMD Ryzen 3 PRO 5350GE,Desktop,Jun 2021,"12,626","3,087",NA,AM4,35,1,4,2,3600,4200
514,Intel Xeon X5680 @ 3.33GHz,Server,Apr 2010,"12,617","1,617",$326.00,LGA1366,130,2,6,2,3330,3600
515,AMD Opteron 6386 SE,Server,Jul 2014,"12,610","1,276","$1,760.22*",Socket G34,140,2,16,1,2800,3500
516,AMD Opteron 6174,Server,May 2013,"12,607",939,$452.04*,Socket G34,115,4,12,1,2200,3200
1405,Intel Xeon W-2133 @ 3.60GHz,Server,Sep 2017,"12,604","2,266",$617.00*,FCLGA2066,140,1,6,2,3600,3900
517,AMD Opteron 6376,Server,Aug 2013,"12,601","1,153","$3,826.00*",Socket G34,115,2,8,2,2300,3200
1406,AMD Ryzen 3 3300X,Desktop,May 2020,"12,584","2,668",$120.00*,AM4,65,1,4,2,3800,4300
1407,Intel Xeon W-1250E @ 3.50GHz,Server,Jul 2022,"12,566","2,565",$260.00*,FCLGA1200,80,1,6,2,3500,4700
1408,Intel Core i7-9700E @ 2.60GHz,Desktop,Nov 2020,"12,561","2,530",$323.00*,FCLGA1151-2,65,1,8,1,2600,4400
1409,Intel Xeon E5-1660 v3 @ 3.00GHz,Server,Oct 2014,"12,557","1,977",$198.55*,LGA2011-v3,140,1,8,2,3000,3500
518,AMD Opteron 6276,Server,Mar 2013,"12,514",968,"$1,587.96*",Socket G34,115,4,8,2,2300,2600
1410,AMD Ryzen 3 7335U,"Desktop, Laptop",May 2024,"12,512","3,057",NA,FP7,28,1,4,2,3000,4300
519,Intel Xeon E5-2630L v2 @ 2.40GHz,Server,Nov 2014,"12,487","1,399",$299.90*,LGA 2011,60,2,6,2,2400,2800
1411,Intel Core Ultra 7 164U,Laptop,May 2024,"12,484","2,897",NA,FCBGA2551,9,1,2,2,1100,4800
1412,Intel Xeon E5-2618L v4 @ 2.20GHz,Server,Oct 2017,"12,472","1,932",$902.20*,FCLGA2011-3,75,1,10,2,2200,3200
1413,Intel Xeon E5-2640 v4 @ 2.40GHz,Server,Apr 2016,"12,463","1,979",$39.90*,FCLGA2011-3,90,1,10,2,2400,3400
1414,Intel Core i3-12100T,Desktop,Mar 2022,"12,430","3,235",$122.00*,FCLGA1700,35,1,4,2,2200,4100
1415,Intel Core i3-12100,Desktop,Jan 2022,"12,414","3,223",$122.00*,FCLGA1700,60,1,4,2,3300,4300
1416,Apple A18,Mobile/Embedded,Sep 2024,"12,404","3,944",NA,Unknown,NA,1,2,1,3780,NA
1417,AMD Ryzen 5 7235HS,"Desktop, Laptop",Jun 2024,"12,403","2,887",NA,FP7r2,45,1,4,2,3200,4200
1418,Intel Xeon E5-2649 v3 @ 2.30GHz,Server,Feb 2018,"12,399","1,674",NA,LGA2011-v3,105,1,10,2,2300,3000
1419,Intel Xeon E5-2667 v3 @ 3.20GHz,Server,Dec 2014,"12,393","2,004",$298.95*,LGA2011-v3,135,1,8,2,3200,3600
1420,Intel Ultra 5 115U,Mobile/Embedded,May 2025,"12,381","2,876",NA,FCBGA2049,15,1,2,1,1500,4200
520,Intel Xeon X7550 @ 2.00GHz,Server,Jan 2014,"12,358",957,$400.00,LGA1567,130,4,8,2,2000,2400
1421,AMD Ryzen 5 2600E,Desktop,Jan 2025,"12,346","2,297",NA,AM4,65,1,6,2,3100,4000
1422,Intel Xeon E5-1680 v2 @ 3.00GHz,Server,Sep 2014,"12,346","2,066",NA,LGA 2011,130,1,8,2,3000,3900
1423,Intel Xeon E5-2687W v2 @ 3.40GHz,Server,Jul 2013,"12,337","2,031",NA,FCLGA2011,150,1,8,2,3400,4000
1424,AMD Ryzen 3 PRO 7330U,Laptop,Mar 2023,"12,326","3,128",NA,FP6,15,1,4,2,2300,4300
1425,AMD Ryzen Embedded V2546,Desktop,Apr 2024,"12,284","1,995",NA,FP6,NA,1,6,2,3000,3900
1426,AMD Ryzen 5 1600,Desktop,Mar 2017,"12,257","2,065",$78.44*,AM4,65,1,6,2,3200,3600
1427,Intel Xeon W-10855M @ 2.80GHz,"Laptop, Server",Aug 2020,"12,235","2,715",$450.00*,FCBGA1440,45,1,6,2,2800,5100
1428,Apple A17 Pro,Mobile/Embedded,Sep 2023,"12,194","4,521",NA,Unknown,NA,1,2,1,3780,NA
521,Intel Xeon E5-2430L v2 @ 2.40GHz,Server,Feb 2015,"12,183","1,374",NA,LGA 1356,60,2,6,2,2400,2800
1429,Intel Xeon E5-2667 v2 @ 3.30GHz,Server,Feb 2014,"12,163","2,009",$249.95*,LGA 2011,130,1,8,2,3300,4000
1430,Intel Xeon E-2334 @ 3.40GHz,Server,Mar 2022,"12,157","3,037",$342.99*,FCLGA1200,65,1,4,2,3400,4800
1431,AMD Ryzen 3 PRO 210,"Desktop, Laptop",Jul 2025,"12,155","3,401",NA,FP8,28,1,1,2,3000,4700
1432,AMD Ryzen 3 PRO 7335U,"Desktop, Laptop",Mar 2024,"12,148","3,085",NA,FP7r2,30,1,4,2,3000,4300
1433,ARM Apple A18 Pro 6 Core 0 MHz,Unknown,Mar 2026,"12,131","4,029",NA,Unknown,NA,1,6,1,0,NA
1434,Intel Xeon E5-2673 v2 @ 3.30GHz,Server,Apr 2016,"12,127","1,992",NA,LGA 2011,110,1,8,2,3300,4000
1435,Intel Xeon E5-2692 v2 @ 2.20GHz,Server,Apr 2016,"12,119","1,571",NA,LGA 2011,115,1,12,2,2200,NA
1436,AMD Ryzen 5 PRO 4500U,Laptop,May 2020,"12,117","2,491",NA,FP6,15,1,6,2,2300,4000
1437,Intel Xeon D-2143IT @ 2.20GHz,Server,Aug 2018,"12,116","1,561",$566.00*,FCBGA2518,65,1,8,2,2200,3000
1438,Intel Core i5-10400F @ 2.90GHz,Desktop,Jun 2020,"12,107","2,541",$100.90*,FCLGA1200,65,1,6,2,2900,4300
522,AMD Opteron 6282 SE,Server,Feb 2013,"12,083",894,"$3,080.44*",Unknown,140,4,16,1,2600,3000
1439,Intel Core i5-10505 @ 3.20GHz,Desktop,Jun 2021,"12,074","2,794",NA,FCLGA1200,65,1,6,2,3200,4600
1440,AMD Ryzen 5 PRO 4650U,Laptop,Jun 2020,"12,056","2,363",NA,FP6,15,1,6,2,2100,4000
1441,QTI SM8845,Mobile/Embedded,Feb 2026,"12,026","2,215",NA,Unknown,NA,1,8,1,3801,NA
1442,Intel Xeon E-2278GEL @ 2.00GHz,Server,Nov 2019,"12,024","2,428",$494.00*,FCLGA1151-2,35,1,8,2,2000,3900
523,Intel Xeon Silver 4112 @ 2.60GHz,Server,Feb 2018,"12,018","1,729",$460.80*,FCLGA3647,85,2,4,2,2600,3000
524,Intel Xeon E5-2637 v2 @ 3.50GHz,Server,Mar 2014,"12,001","1,897",$259.90*,LGA 2011,130,2,4,2,3500,3800
1443,Intel Core i5-10400 @ 2.90GHz,Desktop,May 2020,"11,984","2,558",$120.90,FCLGA1200,65,1,6,2,2900,4300
1444,AMD Ryzen 3 8440U,"Desktop, Laptop",Aug 2024,"11,957","3,344",NA,"FP7, FP7r2",28,1,4,2,3000,4700
525,Intel Xeon E7- 4870 @ 2.40GHz,Server,Sep 2013,"11,939","1,054",$78.28*,LGA1567,130,2,10,2,2400,2800
1445,Google Tensor G5,Mobile/Embedded,Aug 2025,"11,922","3,510",NA,Unknown,NA,1,8,1,3782,NA
1446,Intel Xeon D-2141I @ 2.20GHz,Server,Jan 2019,"11,886","1,675",$555.00*,FCBGA2518,65,1,8,2,2200,3000
1447,AMD Ryzen 5 PRO 1600,Desktop,Sep 2017,"11,875","2,012",NA,AM4,65,1,6,2,3200,3600
1448,Intel Xeon E5-2650L v3 @ 1.80GHz,Server,Aug 2015,"11,865","1,392","$2,222.00*",LGA2011-v3,65,1,12,2,1800,2500
1449,Intel Xeon E E-2414,Server,Feb 2024,"11,864","3,556",$306.53*,FCLGA1700,55,1,4,1,2600,4500
1450,Intel Core i3-1320PE,Mobile/Embedded,Aug 2025,"11,849","1,950",$312.00*,FCBGA1744,28,1,4,2,1700,4500
526,AMD Opteron 8435,Server,Jun 2013,"11,843","1,156","$14,588.80*",F (1207),75,4,6,1,2600,NA
1451,ARM Neoverse-N1 32 Core 1700 MHz,Server,Jul 2023,"11,841",755,NA,Unknown,NA,1,32,1,1700,NA
1452,Intel Xeon E5-2648L v4 @ 1.80GHz,Server,Jul 2017,"11,839","1,349","$1,384.57*",FCLGA2011-3,75,1,14,2,1800,2500
1453,Snapdragon 8cx Gen 3 @ 3.0 GHz,"Laptop, Mobile/Embedded",Mar 2022,"11,832","2,418",NA,Unknown,NA,1,4,1,3000,NA
1454,Microsoft SQ3 @ 3.0 GHz,Laptop,Oct 2022,"11,831","2,397",NA,Unknown,NA,1,4,1,3000,NA
1455,AMD Ryzen Embedded V3C14,Mobile/Embedded,Jan 2025,"11,812","2,816",NA,FP7,15,1,4,2,2300,3800
527,AMD Opteron 6380,Server,Mar 2015,"11,807","1,042",$739.92*,G34,115,2,8,2,2500,3400
1456,Mediatek Dimensity 9400 (MT6991),Mobile/Embedded,Feb 2025,"11,803","2,927",NA,Unknown,NA,1,8,1,3626,NA
1457,Intel Core i3-11100HE @ 2.40GHz,Mobile/Embedded,Jul 2023,"11,781","3,057",$233.00*,FCBGA1787,45,1,4,2,2400,4400
1458,Intel Core i7-8700B @ 3.20GHz,Laptop,Jan 2019,"11,781","2,708",$303.00*,FCBGA1440,65,1,6,2,3200,4600
1459,Intel Xeon E5-2663 v3 @ 2.80GHz,Server,Dec 2015,"11,777","2,040",NA,LGA2011-v3,120,1,10,1,2800,3500
528,Intel Xeon E5-2430 v2 @ 2.50GHz,Server,Jul 2014,"11,761","1,546","$2,466.00*",LGA 1356,80,2,6,2,2500,3000
1460,ARM Neoverse-N1 80 Core 2800 MHz,Server,Apr 2023,"11,755",434,NA,Unknown,NA,1,80,1,2800,NA
1461,Intel Xeon D-2146NT @ 2.30GHz,Server,Aug 2019,"11,736","1,802",$641.00*,FCBGA2518,80,1,8,2,2300,3000
1462,AMD Ryzen Z2 Go,Mobile/Embedded,Mar 2025,"11,729","2,999",NA,Unknown,28,1,4,2,3000,4300
1463,Intel Xeon 6315P,Server,Jul 2025,"11,721","3,768",$213.00*,FCLGA1700,55,1,4,1,2800,5200
1464,Intel Core i7-11375H @ 3.30GHz,Laptop,Feb 2021,"11,715","2,922",$482.00*,FCBGA1449,35,1,4,2,3300,5000
1465,Hygon C86-3G-3G (OPN:3350),Unknown,Sep 2025,"11,712","1,226",NA,Unknown,NA,1,8,2,NA,NA
529,Intel Xeon E5-2623 v3 @ 3.00GHz,Server,Feb 2015,"11,710","1,940",$459.90*,LGA2011-v3,105,2,4,2,3000,3500
1467,Intel Core 5 211TE,Mobile/Embedded,Dec 2025,"11,685","1,408",$221.00*,FCLGA1700,45,1,6,2,1700,4800
1466,Intel Core Ultra 5 115U,Laptop,May 2025,"11,685","3,141",NA,FCBGA2049,15,1,2,2,1500,4200
1468,SM8850,Mobile/Embedded,Dec 2025,"11,684","2,041",NA,Unknown,NA,1,8,1,4608,NA
1469,StratoVirt,Unknown,Jun 2025,"11,676","1,839",NA,Unknown,NA,1,8,1,NA,NA
1470,Hygon C86-3G (OPN:3350),Server,Nov 2024,"11,656","1,715",NA,Unknown,NA,1,8,2,2500,3000
1472,Intel Xeon E-2276M @ 2.80GHz,Laptop,Jul 2019,"11,652","2,571",$450.00*,FCBGA1440,45,1,6,2,2800,4700
1471,Intel Xeon E5-2650 v3 @ 2.30GHz,Server,Sep 2014,"11,652","1,635","$1,889.00*",LGA2011-v3,105,1,10,2,2300,3000
1473,Intel Core i5-1335UE,Mobile/Embedded,Jun 2024,"11,647","3,130",$312.00*,FCBGA1744,28,1,2,2,1300,4500
1474,Intel Xeon Platinum 8481C @ 2.70GHz,Server,Feb 2023,"11,646","2,469",NA,Unknown,350,1,4,2,2700,3800
1475,Intel Xeon D-1577 @ 1.30GHz,Server,Sep 2020,"11,645","1,319","$1,176.00*",FCBGA1667,45,1,16,2,1300,2100
1476,Intel Xeon E5-4657L v2 @ 2.40GHz,Server,Jan 2015,"11,613","1,483",$751.19*,FCLGA2011,115,1,12,2,2400,2900
530,Intel Xeon X5675 @ 3.07GHz,Server,Feb 2011,"11,608","1,509",NA,LGA1366,95,2,6,2,3070,3460
1477,Virtual @ 3.24GHz,Unknown,Oct 2024,"11,590","2,733",NA,Unknown,NA,1,4,1,3240,NA
531,Intel Xeon E5-2640 @ 2.50GHz,Server,Apr 2012,"11,572","1,350",$259.90*,LGA2011,95,2,6,2,2500,3000
1478,Intel Core i7-10850H @ 2.70GHz,Laptop,May 2020,"11,559","2,665",$395.00*,FCBGA1440,45,1,6,2,2700,5100
532,Intel Xeon E5-2420 v2 @ 2.20GHz,Server,Apr 2014,"11,554","1,370",$223.98*,FCLGA1356,80,2,6,2,2200,2700
1479,Intel Core i7-11370H @ 3.30GHz,Laptop,Feb 2021,"11,552","2,899",$426.00*,FCBGA1449,35,1,4,2,3300,4800
533,Intel Xeon E5-2450L @ 1.80GHz,Server,Aug 2015,"11,547","1,022",$156.00*,LGA 1356,70,2,8,2,1800,2300
1480,Intel Core i5-10600T @ 2.40GHz,Desktop,Sep 2020,"11,537","2,451",$213.00*,FCLGA1200,35,1,6,2,2400,4000
1481,AMD Ryzen 3 3100,Desktop,May 2020,"11,524","2,411",$99.99*,AM4,65,1,4,2,3600,3900
1482,ARM Neoverse-V1 16 Core 0 MHz,Server,Mar 2024,"11,519","1,554",NA,Unknown,NA,1,16,1,0,NA
1483,Intel Xeon E5-4628L v4 @ 1.80GHz,Mobile/Embedded,Jan 2024,"11,503","1,252","$2,535.00*",FCLGA2011,75,1,14,2,1800,2200
1484,Intel Xeon W-11555MLE @ 1.90GHz,Server,Nov 2022,"11,488","2,726",$348.00*,FCBGA1787,25,1,6,2,1900,4400
1485,Intel Core i7-10750H @ 2.60GHz,Laptop,Jan 2020,"11,478","2,610",NA,FCBGA1440,45,1,6,2,2600,5000
534,Intel Xeon E5-4620 @ 2.20GHz,Server,Oct 2015,"11,474",974,$117.54*,LGA 2011,95,2,8,2,2200,2600
535,Intel Xeon Bronze 3206R @ 1.90GHz,Server,Jun 2021,"11,450","1,151",$612.00*,FCLGA3647,85,2,8,1,1900,NA
1486,Virtual @ 2.95GHz,Unknown,Feb 2025,"11,421","2,520",NA,Unknown,NA,1,4,1,2950,NA
1487,ARM Neoverse-N1 16 Core 0 MHz,Server,Jun 2021,"11,408","1,301",NA,Unknown,NA,1,16,1,0,NA
1488,Intel Xeon E5-2630 v4 @ 2.20GHz,Server,Apr 2016,"11,388","1,765",$240.10*,FCLGA2011-3,85,1,10,2,2200,3100
536,Intel Xeon E5-4617 @ 2.90GHz,Server,Feb 2014,"11,387","1,640",$71.76*,LGA 2011,130,2,6,1,2900,3400
1489,AMD Ryzen 5 5500H,Laptop,Nov 2023,"11,383","2,910",NA,FP6,45,1,4,2,3300,4200
1490,Intel Core i7-6850K @ 3.60GHz,Desktop,Jun 2016,"11,374","2,387",$65.23,FCLGA2011-3,140,1,6,2,3600,4000
1491,Intel Core i5-10500E @ 3.10GHz,Mobile/Embedded,May 2022,"11,368","2,387",$195.00*,FCLGA1200,65,1,6,2,3100,4200
1492,Hygon C86 3250 8-core,Desktop,Mar 2023,"11,365","1,728",NA,Unknown,NA,1,8,2,3200,NA
537,Intel Xeon E5-2650L @ 1.80GHz,Server,Jan 2012,"11,364","1,050",$259.90*,LGA 2011,70,2,8,2,1800,2300
1493,AMD Ryzen 3 5425U,Laptop,Feb 2022,"11,359","2,911",NA,FP6,15,1,4,2,2700,4100
1494,Intel Core i3-11100B @ 3.60GHz,Desktop,Dec 2021,"11,357","2,912",NA,Unknown,65,1,4,2,3600,4400
1495,Intel Xeon E5-4627 v3 @ 2.60GHz,Server,Dec 2016,"11,344","1,749","$2,400.00*",FCLGA2011-3,135,1,10,1,2600,3200
1496,QTI SM8735,Mobile/Embedded,Jun 2025,"11,327","2,524",NA,Unknown,NA,1,8,1,3206,NA
1497,QTI SM8650,Mobile/Embedded,Nov 2023,"11,324","2,894",NA,Unknown,NA,1,8,1,3302,NA
1498,Intel Xeon E5-1650 v4 @ 3.60GHz,Server,Jul 2016,"11,314","2,367",$429.95*,FCLGA2011-3,140,1,6,2,3600,4000
1499,Intel Xeon E5-2618L v3 @ 2.30GHz,Server,Feb 2017,"11,310","1,929",$195.02*,LGA2011-v3,75,1,8,2,2300,3400
1500,Intel Xeon E5-2670 v2 @ 2.50GHz,Server,Feb 2014,"11,299","1,622",$189.95*,FCLGA2011,115,1,10,2,2500,3300
538,Intel Xeon E5-2450 @ 2.10GHz,Server,Apr 2015,"11,288","1,232",$98.00*,LGA 1356,95,2,8,2,2100,2900
1501,Intel Core i7-1250U,Laptop,Aug 2022,"11,249","2,693",$426.00*,FCBGA1781,9,1,2,2,1100,4700
1503,Intel Core i3-13100TE,Mobile/Embedded,Jun 2024,"11,248","2,865",$137.00*,FCLGA1700,35,1,4,2,2400,4100
1502,Intel Xeon Bronze 3508U,Server,May 2025,"11,248","1,702",$440.14*,FCLGA4677,125,1,8,1,2100,2200
1504,Intel Xeon E-2186M @ 2.90GHz,Laptop,Apr 2018,"11,207","2,509",$623.00*,FCBGA1440,45,1,6,2,2900,4800
1505,AMD Ryzen 3 4300GE,Desktop,Oct 2020,"11,201","2,542",NA,AM4,35,1,4,2,3500,4000
1506,Intel Core i3-1315U,Laptop,Apr 2023,"11,199","3,317",$309.00*,FCBGA1744,15,1,2,2,1200,4500
1507,Intel Xeon E-2226G @ 3.40GHz,Server,Oct 2019,"11,167","2,818",$331.37*,FCLGA1151-2,80,1,6,1,3400,4700
1508,AMD EPYC 7261,Server,Sep 2019,"11,149","1,005","$6,998.69*",SP3,155,1,8,2,2500,2900
1509,Intel Core i5-1230U,Laptop,Jun 2022,"11,097","2,743",$309.00*,FCBGA1781,9,1,2,2,1000,4400
1510,Intel Xeon Silver 4209T @ 2.20GHz,Server,Apr 2019,"11,080","1,693",$649.25*,FCLGA3647,70,1,8,2,2200,3200
1511,Intel Xeon E5-2628L v4 @ 1.90GHz,Server,Feb 2017,"11,079","1,433",$529.18*,FCLGA2011-3,75,1,12,2,1900,2400
1512,AMD Ryzen 3 PRO 5475U,Laptop,May 2022,"11,077","2,829",NA,FP6,15,1,4,2,2700,4100
1513,Apple A12X Bionic,Mobile/Embedded,Feb 2021,"11,052","2,649",NA,Unknown,NA,1,8,1,2490,NA
1514,AMD Ryzen 3 4100,Desktop,Apr 2022,"11,043","2,534",$430.49,AM4,65,1,4,2,3800,4000
1515,Intel Core 7 160UL,Mobile/Embedded,Jul 2025,"11,043","3,391",$426.00*,FCLGA1700,15,1,2,2,1800,5200
1516,Intel Xeon E5-2643 v4 @ 3.40GHz,Server,Jun 2016,"11,037","2,261",$602.10,FCLGA2011-3,135,1,6,2,3400,3700
1518,AMD Ryzen 3 5400U,Laptop,Mar 2021,"11,006","2,742",NA,FP6,15,1,4,2,2600,4000
1517,Intel Xeon E5-2640 v3 @ 2.60GHz,Server,Sep 2014,"11,006","1,874",$189.95*,LGA2011-v3,90,1,8,2,2600,3400
1519,Samsung s5e9945,Mobile/Embedded,Jan 2024,"11,000","2,915",NA,Unknown,NA,1,10,1,3207,NA
1520,Intel Xeon Silver 4208 @ 2.10GHz,Server,Jul 2019,"10,990","1,694",$574.45,FCLGA3647,85,1,8,2,2100,3200
1521,Intel Core i5-10500H @ 2.50GHz,Laptop,Feb 2021,"10,981","2,550",$250.00*,FCBGA1440,45,1,6,2,2500,4500
1522,Intel Core i5-1345URE,Mobile/Embedded,Apr 2025,"10,981","2,974",$340.00*,FCBGA1744,15,1,2,2,1400,4600
539,Intel Xeon E5-2618L v2 @ 2.00GHz,"Server, Mobile/Embedded",Jan 2026,"10,978","1,128",NA,FCLGA2011,50,2,6,2,2000,2000
1523,AMD Ryzen 3 PRO 4350G,Desktop,Jul 2020,"10,953","2,545",NA,AM4,65,1,4,2,3800,4000
540,Intel Xeon E5-2620 v2 @ 2.10GHz,Server,Jul 2013,"10,947","1,289",$197.90*,FCLGA2011,80,2,6,2,2100,2600
1524,Intel Xeon E5-4650 v2 @ 2.40GHz,Server,Jan 2019,"10,946","1,464",$249.95*,FCLGA2011,95,1,10,2,2400,2900
1525,Mediatek MT6989,Mobile/Embedded,Nov 2023,"10,944","2,513",NA,Unknown,NA,1,8,1,3250,NA
1526,AMD Ryzen 3 PRO 4350GE,Desktop,Jul 2020,"10,942","2,522",NA,AM4,35,1,4,2,3500,4000
1527,AMD Ryzen 3 PRO 4200GE,Laptop,Nov 2020,"10,930","2,540",NA,Unknown,35,1,4,2,1700,3500
1528,Snapdragon 8cx Gen 3 @ 2.69 GHz,Mobile/Embedded,May 2024,"10,926","2,177",NA,Unknown,NA,1,8,1,2690,NA
1529,Intel Xeon E5-4655 v4 @ 2.50GHz,Server,Sep 2024,"10,912","1,952","$4,616.00*",FCLGA2011,135,1,8,2,2500,3200
1530,Apple A16 Bionic,Mobile/Embedded,Sep 2022,"10,904","3,986",NA,Unknown,NA,1,4,1,3460,NA
1531,Intel Core i7-1365URE,Mobile/Embedded,Dec 2023,"10,863","2,986",$463.00*,FCBGA1744,15,1,2,2,1700,4900
1532,Intel Core i7-9850H @ 2.60GHz,Laptop,Jun 2019,"10,857","2,453","$1,305.76*",Unknown,45,1,6,2,2600,4600
1533,Intel Xeon E5-4650 v3 @ 2.10GHz,Server,Mar 2018,"10,838","1,384","$3,838.00*",FCLGA2011-3,105,1,12,2,2100,2800
1534,AMD Ryzen 3 PRO 4200G,Desktop,Feb 2021,"10,831","2,554",NA,FP6,65,1,4,2,3800,4100
1535,Intel Core i7-1365UE,Mobile/Embedded,Dec 2024,"10,829","2,775",$429.00*,FCBGA1744,28,1,2,2,1700,4900
1536,Intel Core i5-11320H @ 3.20GHz,Laptop,Nov 2021,"10,826","2,916",$309.00*,FCBGA1449,35,1,4,2,3200,4500
1537,Intel Xeon E-2176M @ 2.70GHz,Laptop,Apr 2018,"10,809","2,437",$450.00*,FCBGA1440,45,1,6,2,2700,4400
1538,Hygon C86 3350E 8-core,Unknown,Dec 2025,"10,771","1,609",NA,Unknown,NA,1,8,2,2799,NA
