Ranking,Nome,Categoria,Lançamento,Pontuação (Multi),Pontuação (Single),Preço,Socket,Tdp,cpuCounts,Núcleos,Threads,Clock Base (MHz),Clock Turbo (MHz)
4062,Intel Celeron N4000 @ 1.10GHz,Laptop,Apr 2018,"1,430","1,035",$107.00*,FCBGA1090,6,1,2,1,1100,2600
708,AMD Opteron 290,Server,Jun 2009,"1,430","1,046",$270.00*,940,95,2,2,1,2800,NA
4063,Intel Xeon E3113 @ 3.00GHz,Server,Oct 2014,"1,429","1,282",$9.79*,LGA775,65,1,2,1,3000,NA
4064,Mediatek MT8173,Mobile/Embedded,Jan 2025,"1,428",964,NA,Unknown,NA,1,4,1,2106,NA
4065,AMD Phenom 9150e Quad-Core,Desktop,Feb 2009,"1,427",722,$247.50*,AM2+,65,1,4,1,1800,NA
4066,Intel Celeron G555 @ 2.70GHz,Desktop,Jan 2012,"1,427","1,295",$75.00*,LGA1155,65,1,2,1,2700,NA
4067,AMD A10 Micro-6700T APU,Laptop,May 2015,"1,426",722,NA,FT3b,5,1,4,1,1200,2200
4069,AMD A8-3520M APU,Laptop,Jan 2012,"1,426",849,$55.00*,FS1,35,1,4,1,1600,2500
4068,"Qualcomm Technologies, Inc. MSM8940-PMI8940 MTP",Mobile/Embedded,Mar 2022,"1,426",404,NA,Unknown,NA,1,8,1,1401,NA
4070,Intel Celeron 3867U @ 1.80GHz,Laptop,May 2019,"1,425","1,088",$107.00*,FCBGA1356,15,1,2,1,1800,NA
4071,Samsung M13 EUR OPEN REV02 board based on EXYNOS85,Mobile/Embedded,Jan 2023,"1,425",516,NA,Unknown,NA,1,8,1,2002,NA
4073,AMD Phenom II P960 Quad-Core,Laptop,Feb 2011,"1,424",738,$34.01*,S1,35,1,4,1,1800,NA
4075,AMD Phenom II X3 740,Desktop,Jul 2010,"1,424",982,$88.99*,Unknown,95,1,3,1,3000,NA
4072,Intel Atom C2558 @ 2.40GHz,"Laptop, Mobile/Embedded",Jul 2015,"1,424",512,$136.00*,BGA 1283,15,1,4,1,2400,NA
4074,Intel Pentium J3710 @ 1.60GHz,Desktop,May 2016,"1,424",701,NA,FCBGA1170,6.5,1,4,1,1600,2640
4077,Intel Celeron 5205U @ 1.90GHz,Laptop,Mar 2020,"1,423","1,067",$107.00*,FCBGA1528,15,1,2,1,1900,NA
4076,Loongson-3A6000,Unknown,Oct 2025,"1,423",720,NA,Unknown,NA,1,4,2,2000,NA
4078,Intel Atom C2550 @ 2.40GHz,Server,Aug 2014,"1,422",554,NA,FCBGA1283,14,1,4,1,2400,2600
4079,AMD Athlon 5150 APU,Desktop,Apr 2014,"1,417",546,$120.45*,"AM1,FS1b",25,1,4,1,1600,NA
4080,Hisilicon Kirin 930,Mobile/Embedded,Feb 2021,"1,415",430,NA,Unknown,NA,1,8,1,2016,NA
4081,Intel Pentium 2020M @ 2.40GHz,Laptop,Feb 2013,"1,414","1,278",$134.00*,FCPGA988,35,1,2,1,2400,NA
4082,C-QuadCore C4600@2.0GHz,Unknown,Nov 2025,"1,412",551,NA,Unknown,NA,1,4,1,2000,NA
4084,Intel Core2 Duo E8290 @ 2.83GHz,Desktop,Nov 2012,"1,408","1,302",NA,LGA775,65,1,2,1,2833,NA
4083,Intel Xeon E3120 @ 3.16GHz,Server,Mar 2010,"1,408","1,370",NA,LGA775,65,1,2,1,3160,NA
4085,Unisoc T310,Mobile/Embedded,Mar 2022,"1,408","1,092",NA,Unknown,NA,1,4,1,2002,NA
4087,AMD GX-415GA SOC,Laptop,Nov 2013,"1,407",514,NA,FT3 (769-BGA),15,1,4,1,1500,NA
4086,AMD Phenom II X2 B59,Desktop,Jan 2012,"1,407","1,373",$48.02*,AM2+/AM3,80,1,2,1,3400,NA
4088,Intel Xeon E3-1220L v3 @ 1.10GHz,Server,May 2014,"1,407",777,NA,LGA1150,13,1,2,2,1100,1500
4089,Intel Celeron 1020E @ 2.20GHz,Laptop,Jul 2014,"1,406","1,224",$44.99*," 	FCBGA1023, FCP",35,1,2,1,2200,NA
4090,Intel Pentium 3825U @ 1.90GHz,Laptop,Aug 2015,"1,402","1,102",NA,FCBGA1168,15,1,2,2,1900,NA
4091,Intel Core i5-2467M @ 1.60GHz,Laptop,Jul 2011,"1,401",829,NA,BGA1023,17,1,2,2,1600,2300
4092,AMD Phenom II X4 8700e,Desktop,Jul 2011,"1,394",NA,NA,Unknown,NA,1,4,1,-1,NA
4093,MT6750V-C,Mobile/Embedded,Jan 2022,"1,393",402,NA,Unknown,NA,1,8,1,1508,NA
4095,AMD A6-3430MX APU,Laptop,Feb 2012,"1,389",776,NA,FS1,45,1,4,1,1700,2400
4094,MT6755V-WS,Mobile/Embedded,Apr 2021,"1,389",538,NA,Unknown,NA,1,8,1,1950,NA
4096,AMD A8-3500M APU,Laptop,Jul 2011,"1,387",794,$59.95*,FS1,35,1,4,1,1500,2400
4097,AMD E1-6050J APU ,Unknown,Mar 2016,"1,385",787,NA,Unknown,10,1,2,1,1350,NA
4098,Intel Xeon L5310 @ 1.60GHz,Server,May 2016,"1,385",662,$112.50*,LGA771,50,1,4,1,1600,NA
4099,AMD Athlon II X2 280,Desktop,Mar 2013,"1,384","1,468",$76.89*,AM3,65,1,2,1,3600,NA
4100,Intel Pentium G6951 @ 2.80GHz,Desktop,Jan 2011,"1,383","1,173",$74.00*,LGA1156,73,1,2,1,2800,NA
4101,Intel Pentium N3710 @ 1.60GHz,Laptop,Mar 2016,"1,383",684,NA,FCBGA1170,6,1,4,1,1600,2560
4102,AMD Phenom II X2 560,Desktop,Oct 2010,"1,381","1,365",$17.72*,AM2+/AM3,80,1,2,1,3300,NA
4104,Intel Pentium Silver A1030 @ 2.00GHz,Mobile/Embedded,Jun 2025,"1,380","1,115",NA,FCBGA1090,15,1,2,1,2000,2700
4103,Samsung EXYNOS5430,Mobile/Embedded,Jan 2024,"1,380",595,NA,Unknown,NA,1,8,1,1800,NA
4105,Intel Core2 Duo E8600 @ 3.33GHz,Desktop,Nov 2008,"1,378","1,388",$98.95*,LGA775,65,1,2,1,3330,NA
4106,MT6763V-WT,Mobile/Embedded,Apr 2021,"1,375",624,NA,Unknown,NA,1,8,1,2340,NA
4107,Intel Core i3-2370M @ 2.40GHz,Laptop,Jun 2012,"1,374","1,055",$38.02*,PGA988B,35,1,2,2,2400,NA
709,Intel Xeon 2.80GHz,Server,Nov 2008,"1,374",616,NA,PPGA604,103,2,1,2,2800,NA
710,Intel Xeon 5110 @ 1.60GHz,Server,Mar 2009,"1,373",652,$70.00*,LGA771,65,2,2,1,1600,NA
4108,ARM Cortex-A73 4 Core 1844 MHz,Mobile/Embedded,Mar 2024,"1,368",656,NA,Unknown,NA,1,4,2,1844,NA
4109,Intel Core i7-610 @ 2.53GHz,Unknown,Apr 2011,"1,365",NA,NA,BGA1288,35,1,2,2,2530,3200
4110,Intel Pentium 3560M @ 2.40GHz,Laptop,Jan 2015,"1,365","1,224",$37.99*,FCPGA946,37,1,2,1,2400,NA
4112,AMD A4-5300 APU,Desktop,Oct 2012,"1,364","1,332",$26.95*,FM2,65,1,2,1,3400,3700
4111,ARM Cortex-A57 4 Core 2035 MHz,Unknown,Mar 2026,"1,364",458,NA,Unknown,NA,1,4,1,2035,NA
4113,AMD PRO A6-9500B,Laptop,Mar 2017,"1,363","1,222",NA,FP4,15,1,2,1,2300,3200
4114,Intel Core i3-3217UE @ 1.60GHz,Laptop,Jan 2014,"1,362",711,NA,BGA1023,17,1,2,2,1600,NA
4116,Intel Pentium G640 @ 2.80GHz,Desktop,Jul 2012,"1,359","1,287",$41.60*,LGA1155,65,1,2,1,2800,NA
4115,"Qualcomm Technologies, Inc. MSM8952 QRD SKUM",Mobile/Embedded,Sep 2025,"1,359",354,NA,Unknown,NA,1,8,1,1516,NA
4117,Intel Core i3-4010Y @ 1.30GHz,Desktop,Dec 2013,"1,358",748,NA,BGA1168,11.5,1,2,2,1300,NA
4118,MT6755V-CM,Mobile/Embedded,Jul 2021,"1,356",372,NA,Unknown,NA,1,8,1,0,NA
4119,Intel Pentium G630 @ 2.70GHz,Desktop,Nov 2011,"1,355","1,242",$72.34*,LGA1155,65,1,2,1,2700,NA
4121,Qualcomm,Mobile/Embedded,Dec 2022,"1,354",358,NA,Unknown,NA,1,8,1,1300,NA
4120,"Qualcomm Technologies, Inc SDM450",Mobile/Embedded,Jan 2021,"1,354",430,NA,Unknown,NA,1,8,1,1805,NA
4122,AMD Phenom 9100e Quad-Core,Desktop,Feb 2009,"1,353",727,$34.95*,AM2+,65,1,4,1,1800,NA
4123,Intel Core i3-2332M @ 2.20GHz,Laptop,Mar 2014,"1,353",936,NA,rPGA988B,35,1,2,2,2200,NA
4124,VIA QuadCore C4650@2.0GHz,Unknown,Oct 2015,"1,352",559,NA,Unknown,NA,1,4,1,2000,NA
4125,MT8768WE,Mobile/Embedded,May 2022,"1,350",525,NA,Unknown,NA,1,8,1,2001,NA
4126,AMD Phenom II X2 521,Desktop,Jun 2011,"1,349","1,402",NA,AM2+/AM3,65,1,2,1,3500,NA
4127,Virtual @ 2.30GHz,Unknown,Nov 2025,"1,345",475,NA,Unknown,NA,1,4,1,2300,NA
4128,AMD A8-4555M APU,Laptop,Oct 2012,"1,344",780,NA,FP2,19,1,2,2,1600,2400
4129,Intel Celeron 3865U @ 1.80GHz,Laptop,Jun 2017,"1,344","1,046",NA,BGA1356,15,1,2,1,1800,NA
4130,Intel Celeron 4205U @ 1.80GHz,Laptop,May 2019,"1,342","1,021",$107.00*,FCBGA1528,15,1,2,1,1800,NA
4131,Intel Pentium 3550M @ 2.30GHz,Laptop,Feb 2014,"1,339","1,187",$215.92*,FCPGA946,37,1,2,1,2300,NA
4132,AMD Opteron 2376,Server,Mar 2009,"1,338",NA,$25.32*,F (1207),75,1,4,1,2300,NA
4133,Intel Xeon L3110 @ 3.00GHz,Server,Jan 2009,"1,338","1,279",NA,LGA775,45,1,2,1,3000,NA
4134,MediaTek MT6762V-CA,Mobile/Embedded,Feb 2021,"1,338",461,NA,Unknown,NA,1,8,1,2001,NA
4135,AMD Athlon II X2 270,Desktop,Aug 2011,"1,337","1,341",$59.95*,AM3,65,1,2,1,3400,NA
4136,Intel Xeon L5240 @ 3.00GHz,Server,Jun 2009,"1,337","1,299",$31.40*,LGA771,40,1,2,1,3000,NA
4137,AMD A6-9225,Laptop,Aug 2018,"1,336","1,156",NA,BGA (FT4),15,1,2,1,2600,3000
4138,AMD Athlon X2 340 Dual Core,Desktop,Jul 2013,"1,334","1,270",$94.97*,FM2,65,1,2,1,3200,3600
4139,AMD Athlon II X3 405e,Desktop,Mar 2010,"1,331",973,$112.90*,AM3,45,1,3,1,2300,NA
4140,Intel Core i5-480M @ 2.67GHz,Laptop,Dec 2010,"1,331","1,140",$80.60*,BGA1288,35,1,2,2,2670,2933
4141,Unisoc L3R,Mobile/Embedded,Oct 2025,"1,331",453,NA,Unknown,NA,1,8,1,1600,NA
4142,AMD A4-5050 APU,Laptop,May 2017,"1,328",538,NA,FT3,13.5,1,4,1,1550,NA
4143,AMD A4-6300B APU,Desktop,Dec 2013,"1,328","1,373",$27.95*,Unknown,65,1,1,2,3700,3900
4144,AMD Athlon X2 280,Unknown,Mar 2014,"1,327","1,258",$33.49*,AM3,65,1,2,1,3600,NA
4145,Intel Core i5 750S @ 2.40GHz,Desktop,Jul 2012,"1,326","1,039",$140.00*,LGA1156,82,1,4,1,2400,3200
4147,Allwinner A333,Mobile/Embedded,Oct 2025,"1,325",717,NA,Unknown,NA,1,5,1,1752,NA
4146,ARM Falkor V1-Kryo 4 Core 1612 MHz,Unknown,Jun 2025,"1,325",471,NA,Unknown,NA,1,4,2,1612,NA
4148,AMD Athlon II X2 265,Desktop,Nov 2010,"1,324","1,349",$12.45*,AM3,65,1,2,1,3300,NA
4149,AMD Phenom II N870 Triple-Core,Laptop,Mar 2011,"1,324",900,NA,S1,35,1,3,1,2300,NA
4150,Intel Xeon @ 2.20GHz,Server,Mar 2018,"1,324","1,383",NA,PPGA603,61,1,1,1,2200,NA
4153,AMD A6-9220,Laptop,Aug 2017,"1,322","1,156",NA,Unknown,15,1,2,1,2500,2900
4152,Intel Atom x7-Z8700 @ 1.60GHz,Laptop,Apr 2015,"1,322",647,$73.63*,BGA1380,4,1,4,1,1600,2400
4151,Intel Celeron G1610T @ 2.30GHz,Desktop,Nov 2013,"1,322","1,196",$14.98*,LGA1155,35,1,2,1,2300,NA
4154,AMD Athlon II X3 400e,Desktop,Dec 2009,"1,320",908,$25.49*,AM3,45,1,3,1,2200,NA
4156,AMD Phenom II P940 Quad-Core,Laptop,Oct 2010,"1,319",679,NA,S1,35,1,4,1,1700,NA
4155,Intel Core i5-460M @ 2.53GHz,Laptop,Sep 2010,"1,319","1,122",$129.95*,BGA1288,35,1,2,2,2530,2800
4157,AMD Phenom II N850 Triple-Core,Laptop,Sep 2010,"1,318",898,$25.00*,S1,35,1,3,1,2200,NA
4158,Intel Pentium G840 @ 2.80GHz,Desktop,Jun 2011,"1,318","1,245",$558.76*,FCLGA1155,65,1,2,1,2800,NA
4159,AMD Opteron 2393 SE,Server,Apr 2013,"1,317","1,237",NA,F (1207),105,1,2,1,3100,NA
4160,Qualcomm Snapdragon 810,Mobile/Embedded,Jan 2023,"1,316",667,NA,Unknown,NA,1,4,1,1958,NA
4161,AMD A6-3420M APU,Laptop,Jan 2012,"1,314",779,NA,FS1,35,1,4,1,1500,2400
4162,AMD Phenom II X2 555,Desktop,Feb 2010,"1,312","1,306",$13.03*,AM2+/AM3,80,1,2,1,3200,NA
4163,ARM Cortex-A73 6 Core 1992 MHz,Mobile/Embedded,Oct 2021,"1,311",479,NA,Unknown,NA,1,6,1,1992,NA
4164,Intel Celeron 5305U @ 2.30GHz,Laptop,May 2025,"1,307","1,248",$128.00*,FCBGA1528,15,1,2,1,2300,NA
4165,Intel Xeon E5310 @ 1.60GHz,Server,Mar 2009,"1,306",640,$49.00*,LGA771,80,1,4,1,1600,NA
4166,ARM Cortex-A15 4 Core 1500 MHz,Mobile/Embedded,Jun 2023,"1,304",594,NA,Unknown,NA,1,4,2,1500,NA
4167,AMD A6-9230,Desktop,Aug 2017,"1,303","1,124",NA,Unknown,15,1,2,1,2600,3500
4169,Intel Core2 Duo E8500 @ 3.16GHz,Desktop,Nov 2008,"1,302","1,325",$109.95*,LGA775,65,1,2,1,3160,NA
4168,Intel Core2 Duo E8700 @ 3.50GHz,Desktop,Dec 2010,"1,302",NA,NA,Unknown,NA,1,2,1,3500,NA
4171,AMD A4-5100 APU,Laptop,Jul 2015,"1,301",530,NA,FT3,15,1,4,1,1550,NA
4170,Intel Core i3-3227U @ 1.90GHz,Laptop,Jan 2013,"1,301",957,NA,BGA1023,17,1,2,2,1900,NA
4172,AMD PRO A6-7350B,Laptop,Mar 2018,"1,299","1,242",NA,FMA4,15,1,2,1,3000,3600
4173,AMD Phenom X4 Quad-Core GP-9500,Desktop,Mar 2009,"1,297",711,NA,AM2+,95,1,4,1,2200,NA
4175,AMD Athlon X2 450,Desktop,Jul 2022,"1,295",878,NA,FM2+,65,1,2,1,3500,3900
4174,Intel Xeon E3110 @ 3.00GHz,Server,Nov 2008,"1,295","1,321",$199.95*,LGA775,65,1,2,1,3000,NA
4176,Intel Atom x7-Z8750 @ 1.60GHz,Laptop,Mar 2017,"1,294",661,NA,UTFCBGA1380,4,1,4,1,1600,2560
4177,Intel Xeon X3210 @ 2.13GHz,Server,Dec 2008,"1,293",816,$185.71*,LGA775,105,1,4,1,2130,NA
4178,AMD A9-9400,Laptop,Dec 2016,"1,291","1,160",NA,FP4,10,1,2,1,2400,3200
4179,Intel Core i3-390M @ 2.67GHz,Laptop,Feb 2011,"1,289","1,077",$38.95*,BGA1288,35,1,2,2,2670,NA
4180,AMD Athlon II X2 B28,Desktop,Jul 2012,"1,288","1,357",$39.02*,AM3,65,1,2,1,3400,NA
4181,AMD A4-5000 APU,Laptop,Aug 2013,"1,286",503,NA,FT3,15,1,4,1,1500,NA
4182,Intel Core i3-2348M @ 2.30GHz,Laptop,Jan 2013,"1,286","1,004",NA,rPGA988B,35,1,2,2,2300,NA
4183,AMD A6-5400K APU,Desktop,Oct 2012,"1,285","1,272",$63.00*,FM2,65,1,1,2,3600,3800
4184,MT6750V-CT,Mobile/Embedded,Nov 2024,"1,284",402,NA,Unknown,NA,1,8,1,1508,NA
4185,AMD Phenom 8850B Triple-Core,Desktop,Sep 2010,"1,281",972,NA,Unknown,95,1,3,1,2500,NA
4187,Intel Core i7-660UM @ 1.33GHz,Laptop,Nov 2010,"1,279",942,NA,BGA1288,18,1,2,2,1330,2400
4186,Unisoc UIS8581E,Mobile/Embedded,Mar 2021,"1,279",498,NA,Unknown,NA,1,8,1,1600,NA
4190,AMD Sempron 240,Desktop,Oct 2018,"1,278","1,300",$36.10*,FM2,65,1,2,1,2900,3300
4189,Intel Xeon X5260 @ 3.33GHz,Server,Mar 2009,"1,278","1,411",$13.00*,LGA771,80,1,2,1,3330,NA
4188,MT6755,Mobile/Embedded,Sep 2021,"1,278",536,NA,Unknown,NA,1,8,1,1950,NA
4191,Intel Core i3-4012Y @ 1.50GHz,Laptop,Jun 2014,"1,276",715,NA,FCBGA1168,11.5,1,2,2,1500,NA
4192,TES-RK3568 EDP+HDMI (Android),Mobile/Embedded,Nov 2025,"1,276",575,NA,Unknown,NA,1,4,1,1992,NA
4194,Intel Celeron 1020M @ 2.10GHz,Laptop,Dec 2019,"1,275","1,176",NA,FCPGA988,35,1,2,1,2100,NA
4193,Intel Celeron G550 @ 2.60GHz,Desktop,Jul 2012,"1,275","1,213",$102.99*,LGA1155,65,1,2,1,2600,NA
4195,AMD A6-3410MX APU,Laptop,Jul 2011,"1,274",734,$3.99*,FS1,45,1,4,1,1600,2300
4196,Intel Core i3-2350M @ 2.30GHz,Laptop,Oct 2011,"1,273",974,$37.04*,PGA988B,35,1,2,2,2300,NA
4198,AMD Embedded G-Series GX-224IJ Radeon R4E,"Laptop, Mobile/Embedded",Nov 2017,"1,271","1,119",NA,FP4,15,1,2,1,2400,2800
4197,AMD Phenom X2 Dual-Core GE-5560,Desktop,Feb 2011,"1,271",NA,NA,Unknown,NA,1,2,1,-1,NA
4199,MT6750V-DN,Mobile/Embedded,Nov 2022,"1,271",437,NA,Unknown,NA,1,8,1,1508,NA
4200,Intel Celeron 3765U @ 1.90GHz,Laptop,Jun 2016,"1,270","1,172",NA,FCBGA1168,15,1,2,1,1900,NA
4201,AMD A4-4020 APU,Desktop,Jul 2014,"1,269","1,218",$105.37*,FM2,65,1,2,1,3200,3400
4202,Samsung M13 SWA INS 00 board based on EXYNOS850,Mobile/Embedded,Oct 2022,"1,269",492,NA,Unknown,NA,1,8,1,2002,NA
4203,Qualcomm MSM8992,Mobile/Embedded,Mar 2021,"1,268",429,NA,Unknown,NA,1,6,1,1824,NA
4204,AMD Phenom 8600 Triple-Core,Desktop,Feb 2009,"1,267",921,$52.99*,AM2+,95,1,3,1,2300,NA
4206,Intel Core i5-450M @ 2.40GHz,Laptop,Jun 2010,"1,266","1,054",$31.95*,PGA988A,35,1,2,2,2400,2660
4205,XTRONS_IX,Mobile/Embedded,Aug 2024,"1,266",431,NA,Unknown,NA,1,8,1,2002,NA
4207,AMD Phenom II X2 511,Desktop,Feb 2011,"1,265","1,295",NA,AM2+/AM3,65,1,2,1,3400,NA
4209,AMD Phenom II X620 Dual-Core,Laptop,Feb 2013,"1,262","1,339",NA,S1,45,1,2,1,3100,NA
4208,MediaTek MT6762G,Mobile/Embedded,Feb 2021,"1,262",495,NA,Unknown,NA,1,8,1,2001,NA
4211,AMD Phenom II X2 B57,Desktop,May 2010,"1,260","1,273",NA,Unknown,80,1,2,1,3200,NA
4210,Intel Core i3-330E @ 2.13GHz,Laptop,Jul 2012,"1,260",934,NA,BGA1288,35,1,2,2,2130,NA
4214,AMD Athlon II X2 260,Desktop,Jul 2010,"1,255","1,288",$12.49*,AM3,65,1,2,1,3200,NA
4213,Intel Celeron J3160 @ 1.60GHz,Desktop,May 2016,"1,255",598,NA,BGA1170,6,1,4,1,1600,2240
4212,Intel Pentium J2900 @ 2.41GHz,Desktop,Feb 2014,"1,255",729,NA,FCBGA1170,10,1,4,1,2410,2670
4215,ARM Cortex-A72 4 Core 2394 MHz,Mobile/Embedded,Aug 2022,"1,254",800,NA,Unknown,NA,1,4,1,2394,NA
4217,AMD A4-5300B APU,Desktop,Dec 2012,"1,253","1,253",$25.95*,FM2,65,1,2,1,3400,3700
4216,AMD Athlon II X2 B26,Unknown,Sep 2011,"1,253","1,278",$24.95*,Unknown,65,1,2,1,3200,NA
4218,Intel Pentium G6950 @ 2.80GHz,Desktop,Jan 2010,"1,252","1,118",$207.84*,LGA1156,73,1,2,1,2800,NA
4220,Intel Core i3-2330M @ 2.20GHz,Laptop,Aug 2011,"1,251",966,$39.95*,BGA1023,35,1,2,2,2200,NA
4219,Intel Pentium N3700 @ 1.60GHz,Laptop,Apr 2015,"1,251",632,$444.78*,FCBGA1170,6,1,4,1,1600,2400
4221,AMD Phenom II P860 Triple-Core,Laptop,Jan 2011,"1,250",831,NA,S1,35,1,3,1,2000,NA
4222,AMD Opteron 2224 SE,Server,Apr 2010,"1,248",NA,NA,F (1207),119,1,2,1,3200,NA
4223,AMD Phenom II N830 Triple-Core,Laptop,May 2010,"1,248",828,NA,S1,35,1,3,1,2800,NA
4224,Intel Celeron 2950M @ 2.00GHz,Laptop,Apr 2014,"1,248","1,138",NA,FCPGA946,37,1,2,1,2000,NA
4225,AMD PRO A6-8530B,Laptop,Jan 2017,"1,246","1,211",NA,FP4,15,1,2,1,2300,3200
4226,Rockchip RK,Mobile/Embedded,Sep 2021,"1,246",654,NA,Unknown,NA,1,8,1,1989,NA
4227,Intel Atom x5-Z8500 @ 1.44GHz,Laptop,Aug 2015,"1,245",629,$62.57*,UTFCBGA1380,4,1,4,1,1440,2240
4228,ARM Cortex-A73 6 Core 1896 MHz,Unknown,Jul 2024,"1,242",483,NA,Unknown,NA,1,6,1,1896,NA
4229,Nvidia Tegra T132,Mobile/Embedded,Jun 2021,"1,242","1,055",NA,Unknown,NA,1,2,1,2499,NA
4230,Intel Pentium G620 @ 2.60GHz,Desktop,May 2011,"1,240","1,179",$12.00*,LGA1155,65,1,2,1,2600,NA
4231,BCM2835,Mobile/Embedded,Jan 2022,"1,239",700,NA,Unknown,NA,1,4,1,1500,NA
4232,Intel Pentium G645T @ 2.50GHz,Desktop,Jan 2012,"1,238","1,132",$223.84*,LGA1155,35,1,2,1,2500,NA
4233,AMD A6-3400M APU,Laptop,Jun 2011,"1,235",705,$24.45*,FS1,35,1,4,1,1400,2300
4234,AMD Phenom 8450 Triple-Core,Desktop,Dec 2008,"1,232",838,$147.00*,AM2+,95,1,3,1,2100,NA
4235,Intel Core i3-2328M @ 2.20GHz,Laptop,Aug 2012,"1,232",968,$150.11*,PGA988,35,1,2,2,2200,NA
4236,AMD E2-6110 APU,Laptop,Oct 2014,"1,231",489,NA,"AM1,FT3b",15,1,4,1,1500,NA
4237,Samsung A13 EUR OPEN REV02B board based on EXYNOS8,Mobile/Embedded,May 2022,"1,230",470,NA,Unknown,NA,1,8,1,2002,NA
4239,ARM Cortex-A57 4 Core 2014 MHz,Mobile/Embedded,Mar 2021,"1,229",431,NA,Unknown,NA,1,4,1,2014,NA
4238,MT6755M,Mobile/Embedded,Jul 2021,"1,229",501,NA,Unknown,NA,1,8,1,1807,NA
4240,AMD Phenom II X2 B55,Desktop,Dec 2009,"1,228","1,213",$37.95*,AM3,80,1,2,1,3000,NA
4241,AMD Phenom X4 Quad-Core GP-9530,Desktop,Oct 2016,"1,228",417,NA,AM2+ (940-pin),NA,1,4,1,2200,NA
4242,Intel Core i3-3217U @ 1.80GHz,Laptop,Jul 2012,"1,228",902,$199.00*,BGA1023,17,1,2,2,1800,NA
4244,AMD A4-9120,Laptop,Sep 2017,"1,222","1,062",NA,BGA,15,1,2,1,2200,2500
4245,Intel Celeron 4305UT @ 2.00GHz,Unknown,Mar 2026,"1,222",588,NA,Unknown,NA,1,2,1,2000,NA
4243,Intel Core i3-2310M @ 2.10GHz,Laptop,Mar 2011,"1,222",938,$39.95*,BGA1023,35,1,2,2,2100,NA
4246,Intel Core2 Duo E8400 @ 3.00GHz,Desktop,Nov 2008,"1,220","1,235",$23.03*,LGA775,65,1,2,1,3000,NA
4247,AMD A6-5357M APU,Laptop,Oct 2013,"1,219","1,242",NA,FP2,35,1,2,1,2900,3500
4248,AMD Phenom 8650 Triple-Core,Desktop,Dec 2008,"1,218",865,$25.05*,AM2+,95,1,3,1,2300,NA
4249,Intel Celeron 3855U @ 1.60GHz,Laptop,Mar 2016,"1,218",905,$89.28*,FCBGA1356,15,1,2,1,1600,NA
4250,AMD Phenom II X2 545,Desktop,Aug 2009,"1,216","1,172",$43.98*,AM2+/AM3,80,1,2,1,3000,NA
4251,AMD R-272F APU,"Desktop, Laptop",Nov 2019,"1,215","1,087",NA,FS1,35,1,2,1,2700,3200
4252,Samsung EXYNOS5433,Mobile/Embedded,Feb 2021,"1,212",517,NA,Unknown,NA,1,8,1,1900,NA
4254,ARM Cortex-A73 4 Core 2208 MHz,Unknown,Dec 2025,"1,211",617,NA,Unknown,NA,1,4,1,2208,NA
4253,Intel Core i5-430M @ 2.27GHz,Laptop,Jan 2010,"1,211",975,$129.95*,BGA1288,35,1,2,2,2260,2536
4256,AMD Athlon II X2 255,Desktop,Jan 2010,"1,210","1,235",$12.55*,AM3,65,1,2,1,3100,NA
4255,Intel Core i3-380M @ 2.53GHz,Laptop,Nov 2010,"1,210","1,010",$129.95*,PGA988A,35,1,2,2,2530,NA
4257,AMD A6-5350M APU,Laptop,Jul 2013,"1,207","1,202",$33.12*,FS1r2,35,1,2,1,2900,3500
4259,AMD Phenom 8450e Triple-Core,Desktop,Oct 2009,"1,206",824,NA,AM2+,65,1,3,1,2100,NA
4258,Intel Pentium E6600 @ 3.06GHz,Desktop,Nov 2010,"1,206","1,241",$149.95*,LGA775,65,1,2,1,3060,NA
4260,Intel Core2 Duo T9900 @ 3.06GHz,Laptop,Jul 2009,"1,205","1,190",$398.95*,"BGA479,PGA478",35,1,2,1,3060,NA
4261,Intel Core2 Extreme X9100 @ 3.06GHz,Laptop,Dec 2008,"1,203","1,195",$851.00*,PGA478,44,1,2,1,3060,NA
4263,AMD Athlon II X2 250e,Desktop,Jun 2011,"1,202","1,204",$76.73*,AM3,45,1,2,1,3000,NA
4262,Intel Pentium N3540 @ 2.16GHz,Laptop,Oct 2014,"1,202",706,$250.87*,FCBGA1170,7.5,1,4,1,2160,2660
4265,AMD Phenom II X2 550,Desktop,Jun 2009,"1,201","1,211",$41.35*,AM2+/AM3,80,1,2,1,3100,NA
4264,Intel Celeron 3965Y @ 1.50GHz,Laptop,Apr 2018,"1,201",888,$107.00*,FCBGA1515,6,1,2,1,1500,NA
4266,MT8175B,Mobile/Embedded,May 2024,"1,199",554,NA,Unknown,NA,1,4,1,2001,NA
4268,AMD A4-9125,Laptop,Nov 2018,"1,198","1,029",NA,BGA (FT4),15,1,2,1,2300,2600
4267,AMD Opteron 2222,Server,May 2013,"1,198",618,$19.00*,F (1207),95,1,2,1,3000,NA
4271,Intel Pentium 3805U @ 1.90GHz,Laptop,Feb 2015,"1,197","1,120",NA,FCBGA1168,15,1,2,1,1900,NA
4270,MT6755V-BM,Mobile/Embedded,Jan 2022,"1,197",489,NA,Unknown,NA,1,8,1,1807,NA
4269,MT6795,Mobile/Embedded,Apr 2021,"1,197",432,NA,Unknown,NA,1,8,1,1950,NA
4272,ROC-RK3568-PC HDMI (Android),Mobile/Embedded,Feb 2022,"1,197",551,NA,Unknown,NA,1,4,1,1992,NA
